paper,page,line_idx,text
paper1,2,16,"loweringthelearningcurve,allowinguserswithlittleprogramming isthefirstsystemtoexplorecontent-basedsemanticspecification"
paper1,2,17,experiencetocreatecomplexprogramsthatcanhandlehierarchical interactionsforwebautomationprograms.
paper1,2,18,"data(e.g.,tree-structureddata)anddistributeddataspreadacross We conducted a user study with 10 participants to evaluate"
paper1,2,19,multiplewebsites. SemanticOn’soverallusabilityandefficiencyandtocomparethe
paper1,2,20,Weidentifiedaneedforwebautomationwithsemanticcon- semanticconditionspecificationofeachmethod(UserEntersand
paper1,2,21,ditionsthroughprioruserstudies[24]andanalysisofrealuser SystemSuggests).WefoundthatparticipantsusingSemanticOn
paper1,2,22,"requestsinonlineforms[3,7].Thisincludesvision-relatedseman- successfullyextracted80.8%oftherequireddatawithanaverage"
paper1,2,23,"ticconditions,suchasscrapingimagesthatmeetspecificcriteria timeof06:10minute:secondpertask.Theparticipantsfoundthat"
paper1,2,24,"(e.g.,aphotographystudentwantstostudygroupinteractionpor- SemanticOnhelpedthemeffectivelyexpresstheirsemanticintent"
paper1,2,25,traitsonagallerywebsitewiththousandsofphotos)ortext-related bypromptingthemtoconsidertheirvisualandtextualperceptions
paper1,2,26,"semanticconditions,suchasscrapingtextonlywhenitexpresses ofthetasks.Wefoundasenseofcontrolvs.efforttrade-off,where"
paper1,2,27,"particularsentiments(e.g.,afilmcriticwantstoevaluatepositive participantsenjoyedcomposingtheirconditionsinUserEntersbut"
paper1,2,28,reviewsofamoviestar’sactingfromdozensofnewsarticlesin hadtospendmoretimeandmentaleffortdevisingadescription
paper1,2,29,"a journal). With current techniques, users cannot specify these toencapsulatethesemanticcondition.Ontheotherhand,while"
paper1,2,30,"semanticintentsinwebautomationprograms.Asnotedabove, participantscouldspecifyandrefineconditionsmoreeasilyvia"
paper1,2,31,"semanticinformationoftenvariesbycontenttype,whichmakes highlightingcontentdetailsandselectinggeneratedconditionsin"
paper1,2,32,"ithardtodesignauniversalinteractionthatisbotheasytouse SystemSuggests,theyhadlessfreedomtoexpresstheirintentwhen"
paper1,2,33,"andsufficientlyexpressive.Additionally,unlikeotherAIsystems systemsuggestionswereinaccurate."
paper1,2,34,"thatprovideresultsimmediatelyaftertheprovisionofuserinputs Inthefinalsectionofthiswork,weanalyzethehuman-AIcollab-"
paper1,2,35,"(e.g., chatbots), once executed, a web automation program will orationworkflowinSemanticOn,discusstheimplicationsofadding"
paper1,2,36,"continuouslyoutputresultsasititeratesoverwebcontents.This similarity-basedmodelsinasymbolicPBDsystem,andexplore"
paper1,2,37,"makesmonitoringanderrorhandlingdifficult,astheprogrammay futureworkthatcanadaptourapproachtoothertypesofinterac-"
paper1,2,38,encounterunforeseenandproblematiccases. tiveAIsystemsthatrequiresemanticconditions.Thisworkisan
paper1,2,39,"Thispaperexploresinteractivetechniquestoenablecontent- essentialsteptowardsthevisionofnatural,intent-unambiguous"
paper1,2,40,basedsemanticconditionspecificationforwebautomationpro- end-userprogrammingwithafocusonwebautomationcreation.
paper1,2,41,"grams.WeintroduceSemanticOn,1asystemthatallowsusersto Thispapermakesthefollowingcontributions:"
paper1,2,42,"specify,refine,andincorporatevisualandtextualsemanticinforma-"
paper1,2,43,"tionasconditionsinwebautomationprogramsviatwomethods: • TheUserEnters,SystemSuggestsinteractiondesigns,imple-"
paper1,2,44,"naturallanguagedescriptionviapromptsordetailedinformation mentations,andevaluationsthatallowuserstospecifyand"
paper1,2,45,"highlightingwithsystemsupport.WedefinethemasUserEnters demonstratetheirintentduringwebautomationcreation,"
paper1,2,46,"andSystemSuggests,respectively.SemanticOncombinestherel- • Therefinementanderror-handlingtechniquestoclarifyand"
paper1,2,47,ativestrengthsofneuralmodels(Transformer)forunstructured improvesemanticfiltersinacontinuoushuman-AIcollabo-
paper1,2,48,"informationandprogramsynthesistechniquesforwebautomation. rationprocess,"
paper1,2,49,"Bydoingso,weintroduceanewinteractionparadigmforusersto • SemanticOn,alongwithauserstudyshowingitsusability"
paper1,2,50,continuouslyadd/refinesemanticconditionsinaprogramming-by- andeffectivenessinhelpingusersspecifysemanticcondi-
paper1,2,51,"demonstrationsystem.Specifically,SemanticOnbuildsuponWe- tionsforwebautomationprograms."
paper1,2,52,"bRobot[24],aprogramsynthesissystemthatenablesuserstocreate"
paper1,2,53,webautomationprogramsbydemonstratingactionsonthetarget
paper1,2,54,2 RELATEDWORK
paper1,2,55,websites.WebRobotemploysano-codedevelopmentapproachthat
paper1,2,56,requiresonlywebinteractionsinplaceofprogrammingknowledge SemanticOn builds on decades of web automation systems and
paper1,2,57,"fromusers,whichisconsistentwithourdesigngoal. innovations.Inthissection,wedrawourdesigngoalsandguid-"
paper1,2,58,"ancefromthreeareasofwork:webautomation,programming-by-"
paper1,2,59,"1SemanticOnisanacronymforsemanticcondition demonstration,anduserintentspecificationandrefinement."
paper1,3,1,"SemanticOn:SpecifyingContent-BasedSemanticConditionsforWebAutomationPrograms UIST’22,October29-November2,2022,Bend,OR,USA"
paper1,3,2,"2.1 WebAutomation domain,mostnotablyCoScripter[42],Vegemite[48],Rousillon[15],"
paper1,3,3,Web automation is a software technique that leverages bots to andiMacros[2].
paper1,3,4,perform tedious and recurring web tasks by mimicking human Someofthesesystemsrequireuserstoedittheirtracestoadd
paper1,3,5,"interactions,suchasdataentryanddataextraction.Datascientists, parametrization.Forinstance,CoScripterandiMacrosofferrecord-"
paper1,3,6,"UI testers, and clerks all use web automation to help complete and-replayfunctionality;usersrecordthemselvesinteractingwith"
paper1,3,7,"their domain-specific tasks [40, 43, 49, 69]. Social scientists, for thebrowser—clicking,enteringtext,andnavigatingbetweenpages—"
paper1,3,8,"example,mightwanttodevelopwebdatascrapingprogramsto and the tool writes a loop-free script that replays the recorded"
paper1,3,9,collectnecessarywebdatasets.UItestersmightwanttocreatean interaction.Becausetheylacksupportforcontrolconstructsand
paper1,3,10,"automatedbrowsertestingprogramtohelpdevelopersfindfront- functioncomposition,thesesystemsrequireuserstohavelogic"
paper1,3,11,"enddefects.Dataworkersmightenvisionadataentryprogram skills.Othersystemssupportiterationusingprogramsynthesis,"
paper1,3,12,forroutinetaskslikeenteringlargeamountsofdataintoadigital automaticallydiscoveringloopsgivenademonstrationofoneor
paper1,3,13,"system(e.g.,bookingflightsforallemployees). afewiterations.Whilelessdomainknowledgeisneeded,thesyn-"
paper1,3,14,Creatingwebautomationprogramsisanon-trivialandcomplex thesizercanmakemistakesinwhichtheusermustprovidemore
paper1,3,15,"task.Manywebautomationtoolsrequireuserstohavedomain demonstrationsoredittheDSLtocorrectit(e.g.,Helena),which"
paper1,3,16,"knowledge(e.g.,understandtheDocumentObjectModel(DOM) canbefrustrating.SemanticOninsteadallowsuserstoeffectively"
paper1,3,17,structure)andprogrammingexperience.Commonlyusedtoolslike coordinatewithPBDsystemsbysmoothlyswitchingagencyand
paper1,3,18,"Puppeteer [4], Selenium [6], Scrapy [5], and Beautiful Soup [1] editingconstraintsatanytimeduringprogramexecution."
paper1,3,19,"requireuserstolearncodesyntax,understandthetaskcontent"
paper1,3,20,"architecture(e.g.,DOMtreehierarchy),andhavesoftwaretest-"
paper1,3,21,ingexperience.Priorworkhasshownthatevenforprofessional
paper1,3,22,2.3 UserIntentSpecificationandRefinement
paper1,3,23,"developers,creatingautomationprogramsistime-consuming.Kros-"
paper1,3,24,nickandOneystudiedthechallengesofwritingwebmacrosusing Userintentspecificationisanimportantandchallengingcompo-
paper1,3,25,"commonwebautomationframeworksforexperiencedprogram- nentofhuman-AIcollaboration.Ideally,usersshouldbeableto"
paper1,3,26,mers[35].Theyfoundthataprimarychallengeforparticipants easilyandnaturallyspecifytheirintenttoasystemwhileunder-
paper1,3,27,"wasthelaborofcheckingsyntacticalelementselectorstocreate standingitsstates.However,giventhelimitedcapabilitiesofAI"
paper1,3,28,"theirprograms,whichwasinefficientandpronetomistakes.In understandingtechniques,high-leveluserintentcanbedifficult"
paper1,3,29,"addition,theprogrammightnotgeneralizetocross-webpagese- forsystemstocomprehend.Manysystemshaveproposedbridg-"
paper1,3,30,lectionswheretheelementsdon’thavesyntacticsimilarity.Our ingthegapbetweenuserintentandsystemunderstanding.For
paper1,3,31,"workenablesuserstospecifythesemanticmeaningoftheirtarget instance,PLOW[9]andPUMICE[46]allowuserstoexpresscon-"
paper1,3,32,"content,bypassingtheissuescausedbyimplementation. cepts(e.g.,hotweather)innaturallanguageandthenlearnthe"
paper1,3,33,"Researchershavedevelopedmanyhelpfultoolstoreducethe concepts to generalize the automation. Systems like Scout [70],"
paper1,3,34,"effortofprogramcreation.Fordesktopapplicationautomation,sys- Designscape[64],andIconate[80]allowuserstoiterativelyrefine"
paper1,3,35,"temslikeSikuli[76]allowuserstoidentifyaGUIelement(e.g.,an theirintentbydirectlymanipulatingtheAI-generatedartifacts."
paper1,3,36,iconoratoolbarbutton)bytakingitsscreenshot.Usingcomputervi- Otherstudieshaveshownthatthisrefinementinteractioncaneven
paper1,3,37,"siontechniques,itanalyzespatternsinthescreenshotstolocatethe bedelegatedtocrowdworkers[18].Anotherwork,APPINITE[45],"
paper1,3,38,appropriateelementswhenautomatingGUIinteractions.Although also encapsulates user’s intent in natural language instructions
paper1,3,39,"thisapproachispromising,itrequiresprogrammingknowledge andclarifiestheintentioninaback-and-forthconversationwith"
paper1,3,40,"andcannotdisambiguatesimilarelementsortextinformation.For theAI.Whiletheseapproachesarepromising,userintentscan"
paper1,3,41,"UItesting,researchershaveproposedandstudiedcrowdsourcing involvevisualandcognitivedetailssuchasidentifyingvisualre-"
paper1,3,42,andautomatedtestingstrategiestohelpincreasethetestingcov- lationshipsinimagesorparsingtextstomatchahigh-levelidea.
paper1,3,43,"erageandreducetheeffortofcreatingprograms[21,23].While Theuser’ssemanticlevelintentsareoftennotfullyoraccurately"
paper1,3,44,"helpful,outputsproducedwiththesetoolsarehardtogeneralize expressedthroughnaturallanguageorlimitedexamplesonly,lead-"
paper1,3,45,tonewUIsorcontexts. ingtoinformationlossduringcommunicationandrenderingthe
paper1,3,46,communicationineffective[19].
paper1,3,47,"SimilartoPBDsystems,programming-by-example(PBE)isan-"
paper1,3,48,otherapproachtofacilitateprogramcreationforvarioustaskssuch
paper1,3,49,2.2 Programming-by-Demonstration
paper1,3,50,"asdatawrangling[29,30,34]anddatavisualization[52,72].Many"
paper1,3,51,"Tofurtherreducetheexpertiserequired,manytoolshaveused PBEandPBDsystemsrequireuserstoprovideadditionalexamples"
paper1,3,52,a programming-by-demonstration (PBD) approach where users todisambiguateuserintent.Falxallowsuserstospecifyvisualiza-
paper1,3,53,onlyhavetointeractwiththetargetapplicationsratherthanwrit- tionexamplesusingasmallamountofdataandtheninfersand
paper1,3,54,"ingcode[12,36,38].Thesespanavarietyofapplicationdomains transformsthedatatomatchthedesign[73].Sporqallowsusers"
paper1,3,55,"includingtextmanipulation[13,39,54,60,75],imageorvideoedit- tomoreaccuratelyandquicklysearchcodepatternsinlargecode-"
paper1,3,56,"ing[37,47,51],andGUIsynthesis[55,57,61,71].Inthecontext basesbypromptingthemtorefinetheirintentbyannotatinga"
paper1,3,57,"ofwebapplications,PBDdeliversonthisfirstdesignrequirement, batchofnegativeexamplesandaddingspecificconstraints[58]."
paper1,3,58,offeringwebautomationwithoutrequiringuserstounderstand Otherworksenableuserstodirectlyannotatetheirinputexamples
paper1,3,59,"browserinternalsormanuallyreverse-engineertargetpages.The (augmentedexamples)todisambiguateuserintent[66,78].Orthey"
paper1,3,60,PBDapproachhasproducedgreatsuccessesinthewebautomation employdatavisualizationtechniquestoshowcasethegenerated
paper1,4,1,"UIST’22,October29-November2,2022,Bend,OR,USA KevinPu,etal."
paper1,4,2,"programs,allowinguserstotweakthepathofprogramgenera- firststartsrecordingtheiractions(Fig.2.a).Thentheycaneither"
paper1,4,3,"tion in a tree view [77]. While promising, providing additional uploadaJSONfile(Fig.2.b)ifthetaskinvolvesdataentry,orthey"
paper1,4,4,"examplesincreasesusers’cognitivedemand.Inthiswork,wefocus canchooseanappropriateaction(e.g.,ScrapeText)intheaction"
paper1,4,5,"onaddressingtheambiguoussemanticconditionsanddesigning panel(Fig.2.c)andperformtherequiredactions(e.g.,clickingthe"
paper1,4,6,"human-AI collaboration interaction solutions to help refine the desiredtextdataonthewebsite).Aftereachscrapingaction,they"
paper1,4,7,constraintsbasedonthecontent. willseethedataappendedtotheoutputpanel(Fig.2.d).Behind
paper1,4,8,"Usingmachinelearning(ML)modelstorefineintenthasbeena thescenes,WebRobotrecordseveryuseractiononthewebsiteand"
paper1,4,9,"recentfocusinthefieldofinteractiveML.Onecommoninteractive itsassociatedactiontype(e.g.,ScrapeText).Afterafewdemon-"
paper1,4,10,"MLapproachallowsuserstoofferfeedbackduringthemodeltrain- strations,WebRobotsynthesizesaprogramP fromthetraceAof"
paper1,4,11,"ingprocessformoreeffectiveMLmodelcreation[16].WorkbyCai demonstratedactions.Inparticular,WebRobotguaranteesthatP"
paper1,4,12,etal.allowsuserstoadjustthesearchalgorithmiterativelywith notonlyreproducesthedemonstratedactionsfromAbutalsogen-
paper1,4,13,differenttypesofsimilaritiesatdifferentmoments[14].Projects eralizesbeyondA.ThistypicallyimpliesPwouldcontainloopsthat
paper1,4,14,"byAustinetal.andJiangetal.allowuserstointeractwithlarge canbeusedtoautomatetheuser-intendedtask.Finally,WebRobot"
paper1,4,15,language models to help refine their intent when writing code executesP toautomatetherestoftheactionsinthetask.
paper1,4,16,"snippets[11,33].WorkbyAmershietal.allowsuserstoidentify"
paper1,4,17,newfriendgroupsonsocialmediabyanalyzingtheexamplespre-
paper1,4,18,sented[10].SoftwaredevelopedbyFogartyetal.helpsusersto
paper1,4,19,procedureSynthesize(A)
paper1,4,20,"createtheirownrulestoimprovethesearchresults[28].Thisre- input:A=[a1,··,am ]isatraceofuser-demonstratedactions."
paper1,4,21,"searchinspiresourwork,butinstead,wefocusonhelpingusers"
paper1,4,22,output:aprogramP thatgeneralizesA.
paper1,4,23,refinetheirintentwhileinteractingwithcontinuousAIsystems—
paper1,4,24,1:
paper1,4,25,P0:=a1;··;am;
paper1,4,26,webautomationprogramsthatrequireconstantmonitoringand 2: W :={P0 }; P(cid:101):=∅;
paper1,4,27,thateffectivelycoordinatetheturn-taking. 3: whileW (cid:44)∅
paper1,4,28,4: P :=W.remove();
paper1,4,29,3 BACKGROUNDANDDESIGNGOALS
paper1,4,30,5: ifP generalizesAthenP(cid:101).add(P);
paper1,4,31,"Ourworkisbuiltuponanexistingwebautomationsystem,We-"
paper1,4,32,6:
paper1,4,33,W′:=Rewrite(P);
paper1,4,34,"bRobot[24],thatonlyuseswebinteractionsandrequiresnopro- 7: W :=W ∪W′;"
paper1,4,35,grammingknowledgefromitsusers.Thisisconsistentwithour
paper1,4,36,8: returnRank(P(cid:101));
paper1,4,37,"designgoal.Inadditiontopriorwork,wederiveourdesigngoals"
paper1,4,38,"fromWebRobot’suserstudy.Inthissection,weprovidenecessary Algorithm 1: Rewrite-based program synthesis algo-"
paper1,4,39,backgroundinformationontheWebRobotsystemandthendiscuss rithm.
paper1,4,40,thedesigngoalsforoursystemSemanticOn.
paper1,4,41,3.2 WebRobot’sSynthesisAlgorithm
paper1,4,42,"a Inanutshell,WebRobot’ssynthesisalgorithm(Algorithm1)gen-"
paper1,4,43,eralizesaninputactiontraceAintoaprogramP (withloops)by
paper1,4,44,"iterativelyrewritingAtoloopsinP fromtheinsideout.Initially,it"
paper1,4,45,createsaprogramP0withexactlythoseactionsinA(line1):while
paper1,4,46,"b P0reproducesA,itdoesnotgeneralizeA(i.e.,itdoesnotproduce"
paper1,4,47,"newactionsafterA).Therefore,thealgorithmperformsiterative"
paper1,4,48,rewritingtogradually“compress”P0intomorecompactandgen-
paper1,4,49,eralprogramsusingaworklistalgorithm(lines2-8).Theworklist
paper1,4,50,"c W isinitializedtohaveonlyP0,andweuseP(cid:101)tokeeptrackofall"
paper1,4,51,programsthatgeneralizeA(line2).WheneverW isnotempty(line
paper1,4,52,"3),thealgorithmwouldremoveaprogramPfromW (line4).Itthen"
paper1,4,53,"checkstoseewhetherP generalizesA;ifso,P isaddedtoP(cid:101)(line"
paper1,4,54,d
paper1,4,55,"5).Afterthis,inline6,thealgorithmtriestorewriteP intomore"
paper1,4,56,"generalprograms,whicharestoredinW′.Thekeyideaunderlying"
paper1,4,57,ourRewriteprocedureistoperformsemanticrewritingusinga
paper1,4,58,"methodologycalledspeculate-and-rewrite.Intuitively,itinspectsP,"
paper1,4,59,Figure2:AscreenshotoftheWebRobotsystemUI.
paper1,4,60,"identifiesrepetitivepatternsinP,hypothesizespotentialloopsthat"
paper1,4,61,"correspondtoP,andfinallysynthesizesprogramswithonemore"
paper1,4,62,levelofloop.HowWebRobot’sspeculativewritingprocessworks
paper1,4,63,3.1 TheWebRobotSystemWorkflow
paper1,4,64,isbeyondthescopeofthiswork;wereferinterestedreaderstothe
paper1,4,65,WebRobotisdesignedtofacilitatewebautomationprogramcre- originalWebRobotpaper[24]fordetails.OnceP isrewrittentoa
paper1,4,66,"ation. Figure 2 shows the WebRobot user interface. To create a newsetofprogramsW′(line6),thealgorithmsimplymergesW′"
paper1,4,67,"webautomationprogramforadataentryorscrapingtask,auser intoW (line7).Theworklistloopterminateswhennoprograms"
paper1,5,1,"SemanticOn:SpecifyingContent-BasedSemanticConditionsforWebAutomationPrograms UIST’22,October29-November2,2022,Bend,OR,USA"
paper1,5,2,canberewrittenanditfinallyreturnsthesmallestprograminP(cid:101) architectureandmainuserinteractionsatahighlevel.Insteadof
paper1,5,3,usingarankingfunction(line8). writingwebmacrosfromscratchforeachwebsiteandfilteringthe
paper1,5,4,"scrapedcontentinpost-processing,userscaninteractwithSeman-"
paper1,5,5,3.3 UserFeedback ticOntocomposesemanticconditionsonthecontenttheywant
paper1,5,6,"In WebRobot’s user study, participants reported that while We- toscrape(Step1Fig.3),thendemonstrateactionsonthetarget"
paper1,5,7,bRobotcanhelplowerbarriersofentryforthecreationofweb websitetosynthesizeautomationprogramsfordifferentwebsites
paper1,5,8,automationprogramsandhandlingamorecomprehensiverange withoutwritingasinglelineofcode(Step2Fig.3).Throughoutthis
paper1,5,9,"oftasks,theywishedthattheycouldexpressconditionstofilterthe process,userscancommunicatewithSemanticOn,whichiscapable"
paper1,5,10,"content.Forinstance,oneparticipantsaid,“maybesomeconditional ofparsingtextandimagecontentthroughmachinelearningmodels."
paper1,5,11,"scraping[canbeincluded],notbasedonwhethertheelementexists TheusersandSemanticOnworktogethertorefinethecondition"
paper1,5,12,"inthewebpage,butbasedonsomeotherconditions.” Consistently, setandrepairerrorsinresultselection,continuouslyimproving"
paper1,5,13,wefoundpostsonforumssuchasiMacros[3]andStackOver- boththesystem’sanduser’sunderstandingofthefiltercriteria
paper1,5,14,"flow[7]thatrequestthecreationofwebautomationprogramswith (Step3inFig.3).Inthissection,wefirstillustrateSemanticOn’s"
paper1,5,15,content-basedconditions.Participantsalsowishedtorefinetheir userexperiencewithasamplescenariothatembodiescommon
paper1,5,16,"intentwheninteractingwiththeWebRobotsystem.Forinstance, semanticconditions.Wethendetailthedesignandimplementation"
paper1,5,17,participantsreportedthattheywantedto“undomywrongmanipu- ofSemanticOn.
paper1,5,18,"lations” or“editmyhistory.” However,asnotedintherelatedwork,"
paper1,5,19,WebRobotandothersystemsdonoteffectivelysupportactions
paper1,5,20,4.1 TheSemanticOnUserExperience
paper1,5,21,suchasundoorhistorymanipulation.
paper1,5,22,"Mia,anoutdoorenthusiast,wantstoextractonlineinformation"
paper1,5,23,3.4 DesignGoals abouttraveldestinationswhereoutdooractivitiesareavailable.To
paper1,5,24,"helphermakeaninformeddecision,Miawantstoscrapethetext"
paper1,5,25,"Basedonthispriorwork,wedevisedthefollowingthreedesign"
paper1,5,26,descriptionandtheimageforeachlocationfromanarticletobuild
paper1,5,27,goalstohelpuserseasilycreatewebautomationprogramswith
paper1,5,28,"potentialitineraries.Oneoptionistoreadthrougheveryparagraph,"
paper1,5,29,semanticconditions.
paper1,5,30,"lookateachpicture,andmanuallycopyandpastetherelevantin-"
paper1,5,31,• DG1:Abilitytoexpresscontent-basedsemanticcondi-
paper1,5,32,"formation,butthatprocesswouldbetediousandrepetitive.Onthe"
paper1,5,33,tions:Userscanspecifysemanticconditionswhencreating
paper1,5,34,"otherhand,MiacouldwriteawebscrapingscriptusingPython.She"
paper1,5,35,webautomationprograms.
paper1,5,36,"hassomecodingexperience,butwritingascriptandfilteringthe"
paper1,5,37,• DG2:Accessibleuserintentrefinement:Userscaniter-
paper1,5,38,resultsbasedonherpreferencewouldalsobetime-consumingand
paper1,5,39,ativelyrefinetheirsemanticconditionsatanytimeofthe
paper1,5,40,"laborious.Instead,MiausesSemanticOntoefficientlydemonstrate"
paper1,5,41,programcreationprocess.
paper1,5,42,herconditionsandwebactionsandsynthesizeawebautomation
paper1,5,43,• DG3:Responsiveerrorhandlingformistakesmadeby
paper1,5,44,programthatcompletesthetaskforher.
paper1,5,45,users and the system: Users need to modify inaccurate
paper1,5,46,"To begin, Mia sets the semantic conditions for the intended"
paper1,5,47,conditionsandeditscrapeddataeasily.
paper1,5,48,content(Step1Fig.3).Shefirstclicks“TextCondition”.Shethen
